0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00025
0.0,0.00025
0.0,0.0005
0.0,0.0005
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.00185
0.0,0.0005
0.0,0.0005
0.0,0.00025
0.0,0.00025
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
0.0,0.00
-0.025,-0.0009
-0.025,-0.0009
-0.025,-0.0025
-0.025,-0.0025
-0.025,-0.00925
-0.025,-0.00925
-0.05,-0.00925
-0.05,-0.00925
-0.05,-0.00925
-0.05,-0.005
-0.05,-0.005
-0.05,-0.0025
-0.05,0.00
-0.05,0.00
-0.05,0.0025
-0.05,0.0005
-0.05,0.0005
-0.05,0.001
-0.05,0.001
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.00278
-0.05,0.001
-0.05,0.001
-0.05,0.0009
-0.05,0.0009
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
-0.05,0.00
